"","X","ID","num_of_leaves","model","non_binary_prob","planted","remove_extinct","rescale_to_height","dupl_rate","loss_rate","hgt_rate","prohibit_extinction","replace_prob","LDT_Edges","Fitch_true_Edges","Fraction_of_Xenologs","Number_of_Species","Number_of_leaves_tgt","Number_of_leaves_ogt","T_ldt_false_positive","T_ldt_true_positive","T_ldt_false_negative","T_triple","T_ldt_triple","S_ldt_false_positive","S_ldt_true_positive","S_ldt_false_negative","S_triple","S_ldt_triple","Number_of_Nodes_ldt_100","Edges_rs_false_positive_100","Edges_rs_false_negative_100","Edges_rs_true_positive_100","Fitch_rs_Edges_100","Edges_cd_false_positive_100","Edges_cd_false_negative_100","Edges_cd_true_positive_100","Number_of_Nodes_ldt_80","Edges_rs_false_positive_80","Edges_rs_false_negative_80","Edges_rs_true_positive_80","Fitch_rs_Edges_80","Edges_cd_false_positive_80","Edges_cd_false_negative_80","Edges_cd_true_positive_80","Number_of_Nodes_ldt_60","Edges_rs_false_positive_60","Edges_rs_false_negative_60","Edges_rs_true_positive_60","Fitch_rs_Edges_60","Edges_cd_false_positive_60","Edges_cd_false_negative_60","Edges_cd_true_positive_60","Number_of_Nodes_ldt_40","Edges_rs_false_positive_40","Edges_rs_false_negative_40","Edges_rs_true_positive_40","Fitch_rs_Edges_40","Edges_cd_false_positive_40","Edges_cd_false_negative_40","Edges_cd_true_positive_40","Number_of_Nodes_ldt_20","Edges_rs_false_positive_20","Edges_rs_false_negative_20","Edges_rs_true_positive_20","Fitch_rs_Edges_20","Edges_cd_false_positive_20","Edges_cd_false_negative_20","Edges_cd_true_positive_20","Group","tn_cd_100","tn_cd_80","tn_cd_60","tn_cd_40","tn_cd_20","tn_rs_100","tn_rs_80","tn_rs_60","tn_rs_40","tn_rs_20","recall_cd_100","recall_cd_80","recall_cd_60","recall_cd_40","recall_cd_20","recall_rs_100","recall_rs_80","recall_rs_60","recall_rs_40","recall_rs_20","precision_cd_100","precision_cd_80","precision_cd_60","precision_cd_40","precision_cd_20","precision_rs_100","precision_rs_80","precision_rs_60","precision_rs_40","precision_rs_20","accuracy_cd_100","accuracy_cd_80","accuracy_cd_60","accuracy_cd_40","accuracy_cd_20","accuracy_rs_100","accuracy_rs_80","accuracy_rs_60","accuracy_rs_40","accuracy_rs_20"
"31",30,"P0_0030",46,"innovation",0.325466179398813,"True","False",1,0.25,0.25,0.25,"per_family",1,9,189,0.0476190476190476,46,33,30,3578,180,0,3758,180,13583,28,0,13611,28,30,0,66,0,0,0,66,0,30,0,48,0,0,0,48,0,30,12,24,2,14,12,24,2,30,0,20,0,0,0,20,0,30,0,8,0,0,0,8,0,"P0",369,387,397,415,427,369,387,397,415,427,0,0,0.0769230769230769,0,0,0,0,0.0769230769230769,0,0,NA,NA,0.142857142857143,NA,NA,NA,NA,0.142857142857143,NA,NA,0.848275862068966,0.889655172413793,0.917241379310345,0.954022988505747,0.981609195402299,0.848275862068966,0.889655172413793,0.917241379310345,0.954022988505747,0.981609195402299
"32",31,"P0_0031",11,"innovation",0.495281699862318,"True","False",1,0.25,0.25,0.25,"per_family",1,12,19,0.631578947368421,11,21,20,857,84,0,941,84,94,15,0,109,15,20,0,0,11,11,0,0,11,20,0,0,10,10,0,0,10,20,0,0,9,9,0,0,9,20,0,0,0,0,0,0,0,20,0,0,0,0,0,0,0,"P0",179,180,181,190,190,179,180,181,190,190,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,NA,NA,1,1,1,1,1,1,1,1,1,1
"33",32,"P0_0032",25,"innovation",0.112257191545711,"True","False",1,0.25,0.25,0.25,"per_family",1,48,197,0.243654822335025,25,29,25,1752,548,0,2300,548,2043,257,0,2300,257,25,0,0,107,107,18,62,45,25,3,13,50,53,3,42,21,25,2,16,8,10,2,16,8,25,0,13,8,8,0,13,8,25,0,6,0,0,0,6,0,"P0",175,234,274,279,294,193,234,274,279,294,0.420560747663551,0.333333333333333,0.333333333333333,0.380952380952381,0,1,0.793650793650794,0.333333333333333,0.380952380952381,0,0.714285714285714,0.875,0.8,1,NA,1,0.943396226415094,0.8,1,NA,0.733333333333333,0.85,0.94,0.956666666666667,0.98,1,0.946666666666667,0.94,0.956666666666667,0.98
"34",33,"P0_0033",49,"innovation",0.129661453038239,"True","False",1,0.25,0.25,0.25,"per_family",1,51,107,0.476635514018692,49,57,55,24972,909,0,25881,909,17242,830,0,18072,830,55,0,0,73,73,0,1,72,55,0,0,30,30,0,0,30,55,96,6,16,112,0,0,22,55,0,0,0,0,0,0,0,55,0,0,0,0,0,0,0,"P0",1412,1455,1463,1485,1485,1412,1455,1367,1485,1485,0.986301369863014,1,1,NA,NA,1,1,0.727272727272727,NA,NA,1,1,1,NA,NA,1,1,0.142857142857143,NA,NA,0.999326599326599,1,1,1,1,1,1,0.931313131313131,1,1
"35",34,"P0_0034",22,"innovation",0.475869765723666,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,22,23,22,841,0,0,841,0,950,0,0,950,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,22,0,0,0,0,0,0,0,"P0",231,231,231,231,231,231,231,231,231,231,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"36",35,"P0_0035",23,"innovation",0.460759509822606,"True","False",1,0.25,0.25,0.25,"per_family",1,1,27,0.037037037037037,23,32,28,2556,26,0,2582,26,1306,0,0,1306,0,28,15,15,1,16,15,15,1,28,0,0,0,0,0,0,0,28,0,11,0,0,0,11,0,28,0,0,0,0,0,0,0,28,0,4,0,0,0,4,0,"P0",347,378,367,378,374,347,378,367,378,374,0.0625,NA,0,NA,0,0.0625,NA,0,NA,0,0.0625,NA,NA,NA,NA,0.0625,NA,NA,NA,NA,0.920634920634921,1,0.970899470899471,1,0.989417989417989,0.920634920634921,1,0.970899470899471,1,0.989417989417989
"37",36,"P0_0036",23,"innovation",0.39690078217215,"True","False",1,0.25,0.25,0.25,"per_family",1,5,151,0.033112582781457,23,30,23,286,101,0,387,101,341,1,0,342,1,23,0,19,11,11,8,27,3,23,0,38,11,11,0,38,11,23,0,17,8,8,0,17,8,23,0,6,7,7,0,6,7,23,0,3,0,0,0,3,0,"P0",215,204,228,240,250,223,204,228,240,250,0.1,0.224489795918367,0.32,0.538461538461538,0,0.366666666666667,0.224489795918367,0.32,0.538461538461538,0,0.272727272727273,1,1,1,NA,1,1,1,1,NA,0.861660079051383,0.849802371541502,0.932806324110672,0.976284584980237,0.988142292490119,0.924901185770751,0.849802371541502,0.932806324110672,0.976284584980237,0.988142292490119
"38",37,"P0_0037",43,"innovation",0.050267903765818,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,43,9,5,10,0,0,10,0,12326,0,0,12326,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,5,0,0,0,0,0,0,0,"P0",10,10,10,10,10,10,10,10,10,10,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"39",38,"P0_0038",31,"innovation",0.256707665155668,"True","False",1,0.25,0.25,0.25,"per_family",1,22,30,0.733333333333333,31,33,31,4217,176,0,4393,176,4004,231,0,4235,231,31,0,0,19,19,0,0,19,31,0,0,20,20,0,0,20,31,0,0,11,11,0,0,11,31,0,0,9,9,0,0,9,31,0,0,0,0,0,0,0,"P0",446,445,454,456,465,446,445,454,456,465,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"40",39,"P0_0039",29,"innovation",0.038128666092498,"True","False",1,0.25,0.25,0.25,"per_family",1,175,917,0.190839694656489,29,62,58,26306,4550,0,30856,4550,2679,975,0,3654,975,58,38,306,67,105,38,306,67,58,39,167,111,150,39,167,111,58,0,112,44,44,0,112,44,58,0,91,38,38,0,91,38,58,0,16,16,16,0,16,16,"P0",1242,1336,1497,1524,1621,1242,1336,1497,1524,1621,0.179624664879357,0.399280575539568,0.282051282051282,0.294573643410853,0.5,0.179624664879357,0.399280575539568,0.282051282051282,0.294573643410853,0.5,0.638095238095238,0.74,1,1,1,0.638095238095238,0.74,1,1,1,0.79189352692075,0.875378100423473,0.932244404113733,0.944948578342408,0.990320629159105,0.79189352692075,0.875378100423473,0.932244404113733,0.944948578342408,0.990320629159105
"41",40,"P0_0040",30,"innovation",0.354784400505311,"True","False",1,0.25,0.25,0.25,"per_family",1,28,56,0.5,30,31,30,3960,28,0,3988,28,3610,378,0,3988,378,30,0,20,0,0,0,20,0,30,1,17,17,18,1,17,17,30,0,16,0,0,0,16,0,30,0,0,0,0,0,0,0,30,0,0,0,0,0,0,0,"P0",415,400,419,435,435,415,400,419,435,435,0,0.5,0,NA,NA,0,0.5,0,NA,NA,NA,0.944444444444444,NA,NA,NA,NA,0.944444444444444,NA,NA,NA,0.954022988505747,0.958620689655172,0.963218390804598,1,1,0.954022988505747,0.958620689655172,0.963218390804598,1,1
"42",41,"P0_0041",14,"innovation",0.488287942041514,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,14,13,11,128,0,0,128,0,269,0,0,269,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"P0",55,55,55,55,55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"43",42,"P0_0042",23,"innovation",0.201622030497426,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,23,24,24,2024,0,0,2024,0,1771,0,0,1771,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,"P0",276,276,276,276,276,276,276,276,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"44",43,"P0_0043",12,"innovation",0.20936397403537,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,12,12,12,190,0,0,190,0,190,0,0,190,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,12,0,0,0,0,0,0,0,"P0",66,66,66,66,66,66,66,66,66,66,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"45",44,"P0_0044",29,"innovation",0.181345242610552,"True","False",1,0.25,0.25,0.25,"per_family",1,27,55,0.490909090909091,29,31,29,3509,78,0,3587,78,3245,324,0,3569,324,29,0,18,0,0,0,18,0,29,0,0,17,17,0,0,17,29,0,0,14,14,0,0,14,29,0,6,0,0,0,6,0,29,0,4,0,0,0,4,0,"P0",388,389,392,400,402,388,389,392,400,402,0,1,1,0,0,0,1,1,0,0,NA,1,1,NA,NA,NA,1,1,NA,NA,0.955665024630542,1,1,0.985221674876847,0.990147783251232,0.955665024630542,1,1,0.985221674876847,0.990147783251232
"46",45,"P0_0045",26,"innovation",0.125015199391367,"True","False",1,0.25,0.25,0.25,"per_family",1,23,49,0.469387755102041,26,31,26,2463,130,0,2593,130,2379,211,0,2590,211,26,0,0,15,15,14,14,1,26,10,3,20,30,0,11,12,26,0,0,12,12,0,0,12,26,0,0,0,0,0,0,0,26,0,3,0,0,0,3,0,"P0",296,302,313,325,322,310,292,313,325,322,0.0666666666666667,0.521739130434783,1,NA,0,1,0.869565217391304,1,NA,0,0.0666666666666667,1,1,NA,NA,1,0.666666666666667,1,NA,NA,0.913846153846154,0.966153846153846,1,1,0.990769230769231,1,0.96,1,1,0.990769230769231
"47",46,"P0_0046",14,"innovation",0.153644159660738,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,14,6,4,4,0,0,4,0,346,0,0,346,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,4,0,0,0,0,0,0,0,"P0",6,6,6,6,6,6,6,6,6,6,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"48",47,"P0_0047",24,"innovation",0.256836419679871,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,24,24,23,1568,0,0,1568,0,1821,0,0,1821,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,23,0,0,0,0,0,0,0,"P0",253,253,253,253,253,253,253,253,253,253,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"49",48,"P0_0048",19,"innovation",0.22132646647382,"True","False",1,0.25,0.25,0.25,"per_family",1,32,46,0.695652173913043,19,27,25,1923,224,0,2147,224,899,45,0,944,45,25,0,0,30,30,0,0,30,25,0,0,13,13,0,0,13,25,24,3,8,32,0,0,11,25,0,0,8,8,0,0,8,25,0,0,0,0,0,0,0,"P0",270,287,289,292,300,270,287,265,292,300,1,1,1,1,NA,1,1,0.727272727272727,1,NA,1,1,1,1,NA,1,1,0.25,1,NA,1,1,1,1,1,1,1,0.91,1,1
"50",49,"P0_0049",34,"innovation",0.49201875485148,"True","False",1,0.25,0.25,0.25,"per_family",1,18,67,0.26865671641791,34,38,35,5058,322,0,5380,322,4676,136,0,4812,136,35,0,0,23,23,0,0,23,35,0,0,19,19,0,0,19,35,0,0,17,17,0,0,17,35,0,0,10,10,0,0,10,35,0,0,0,0,0,0,0,"P0",572,576,578,585,595,572,576,578,585,595,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1
"51",50,"P0_0050",10,"innovation",0.368566384055614,"True","False",1,0.25,0.25,0.25,"per_family",1,1,1,1,10,5,2,0,0,0,0,0,95,0,0,95,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,2,0,0,0,0,0,0,0,"P0",1,1,1,1,1,1,1,1,1,1,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"52",51,"P0_0051",21,"innovation",0.198888591948693,"True","False",1,0.25,0.25,0.25,"per_family",1,76,87,0.873563218390805,21,23,17,667,10,0,677,10,871,308,0,1179,308,17,0,0,33,33,0,0,33,17,0,0,20,20,0,0,20,17,0,0,15,15,0,0,15,17,0,0,11,11,0,0,11,17,0,0,2,2,0,0,2,"P0",103,116,121,125,134,103,116,121,125,134,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"53",52,"P0_0052",24,"innovation",0.446803762602286,"True","False",1,0.25,0.25,0.25,"per_family",1,7,125,0.056,24,26,24,1540,124,0,1664,124,1425,15,0,1440,15,24,12,60,23,35,12,61,22,24,9,39,4,13,9,39,4,24,0,24,0,0,0,24,0,24,0,16,0,0,0,16,0,24,0,3,0,0,0,3,0,"P0",181,224,252,260,273,181,224,252,260,273,0.265060240963855,0.0930232558139535,0,0,0,0.27710843373494,0.0930232558139535,0,0,0,0.647058823529412,0.307692307692308,NA,NA,NA,0.657142857142857,0.307692307692308,NA,NA,NA,0.735507246376812,0.826086956521739,0.91304347826087,0.942028985507246,0.989130434782609,0.739130434782609,0.826086956521739,0.91304347826087,0.942028985507246,0.989130434782609
"54",53,"P0_0053",28,"innovation",0.283314270085435,"True","False",1,0.25,0.25,0.25,"per_family",1,1,13,0.0769230769230769,28,11,8,40,6,0,46,6,2622,0,0,2622,0,8,2,5,2,4,0,3,4,8,0,7,0,0,0,7,0,8,0,0,0,0,0,0,0,8,0,2,0,0,0,2,0,8,0,0,0,0,0,0,0,"P0",21,21,28,26,28,19,21,28,26,28,0.571428571428571,0,NA,0,NA,0.285714285714286,0,NA,0,NA,1,NA,NA,NA,NA,0.5,NA,NA,NA,NA,0.892857142857143,0.75,1,0.928571428571429,1,0.75,0.75,1,0.928571428571429,1
"55",54,"P0_0054",10,"innovation",0.410068338061675,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,10,12,11,143,0,0,143,0,96,0,0,96,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,"P0",55,55,55,55,55,55,55,55,55,55,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"56",55,"P0_0055",11,"innovation",0.14998225621731,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,11,17,17,668,0,0,668,0,159,0,0,159,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,17,0,0,0,0,0,0,0,"P0",136,136,136,136,136,136,136,136,136,136,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"57",56,"P0_0056",17,"innovation",0.264781067836419,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,17,18,18,738,0,0,738,0,620,0,0,620,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,18,0,0,0,0,0,0,0,"P0",153,153,153,153,153,153,153,153,153,153,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"58",57,"P0_0057",20,"innovation",0.218875761017598,"True","False",1,0.25,0.25,0.25,"per_family",1,2,18,0.111111111111111,20,22,19,854,32,0,886,32,1054,1,0,1055,1,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,"P0",171,171,171,171,171,171,171,171,171,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"59",58,"P0_0058",33,"innovation",0.482373694374034,"True","False",1,0.25,0.25,0.25,"per_family",1,29,153,0.189542483660131,33,37,30,2675,244,0,2919,244,3589,278,0,3867,278,30,0,56,0,0,0,56,0,30,0,42,17,17,0,42,17,30,12,24,2,14,12,24,2,30,0,12,0,0,0,12,0,30,0,8,0,0,0,8,0,"P0",379,376,397,423,427,379,376,397,423,427,0,0.288135593220339,0.0769230769230769,0,0,0,0.288135593220339,0.0769230769230769,0,0,NA,1,0.142857142857143,NA,NA,NA,1,0.142857142857143,NA,NA,0.871264367816092,0.903448275862069,0.917241379310345,0.972413793103448,0.981609195402299,0.871264367816092,0.903448275862069,0.917241379310345,0.972413793103448,0.981609195402299
"60",59,"P0_0059",36,"innovation",0.375756570954728,"True","False",1,0.25,0.25,0.25,"per_family",1,12,67,0.17910447761194,36,38,35,3729,328,0,4057,328,4451,34,0,4485,34,35,0,0,22,22,0,0,22,35,0,0,37,37,0,1,36,35,0,0,29,29,0,1,28,35,0,0,0,0,0,0,0,35,0,0,5,5,0,0,5,"P0",573,558,566,595,590,573,558,566,595,590,1,0.972972972972973,0.96551724137931,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,0.998319327731092,0.998319327731092,1,1,1,1,1,1,1
"61",60,"P0_0060",27,"innovation",0.362441474523969,"True","False",1,0.25,0.25,0.25,"per_family",1,7,61,0.114754098360656,27,38,32,3199,188,0,3387,188,2148,3,0,2151,3,32,34,17,2,36,0,0,19,32,0,0,0,0,0,0,0,32,0,0,0,0,0,0,0,32,0,0,9,9,0,0,9,32,0,0,0,0,0,0,0,"P0",477,496,496,487,496,443,496,496,487,496,1,NA,NA,1,NA,0.105263157894737,NA,NA,1,NA,1,NA,NA,1,NA,0.0555555555555556,NA,NA,1,NA,1,1,1,1,1,0.897177419354839,1,1,1,1
"62",61,"P0_0061",24,"innovation",0.415782756522959,"True","False",1,0.25,0.25,0.25,"per_family",1,22,66,0.333333333333333,24,26,25,1289,44,0,1333,44,826,231,0,1057,231,25,0,30,0,0,0,30,0,25,0,0,12,12,0,0,12,25,1,10,10,11,1,10,10,25,1,7,7,8,1,7,7,25,1,3,3,4,1,3,3,"P0",270,288,279,285,293,270,288,279,285,293,0,1,0.5,0.5,0.5,0,1,0.5,0.5,0.5,NA,1,0.909090909090909,0.875,0.75,NA,1,0.909090909090909,0.875,0.75,0.9,1,0.963333333333333,0.973333333333333,0.986666666666667,0.9,1,0.963333333333333,0.973333333333333,0.986666666666667
"63",62,"P0_0062",11,"innovation",0.109465696571722,"True","False",1,0.25,0.25,0.25,"per_family",1,10,10,1,11,12,11,165,0,0,165,0,120,45,0,165,45,11,0,0,4,4,0,0,4,11,0,0,0,0,0,0,0,11,0,0,0,0,0,0,0,11,0,0,3,3,0,0,3,11,0,0,0,0,0,0,0,"P0",51,55,55,52,55,51,55,55,52,55,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,NA,NA,1,NA,1,1,1,1,1,1,1,1,1,1
"64",63,"P0_0063",27,"innovation",0.222524986842348,"True","False",1,0.25,0.25,0.25,"per_family",1,336,336,1,27,40,38,8366,0,0,8366,0,602,2275,0,2877,2275,38,0,0,126,126,0,0,126,38,0,0,110,110,0,0,110,38,0,0,70,70,0,0,70,38,0,0,48,48,0,0,48,38,0,0,6,6,0,0,6,"P0",577,593,633,655,697,577,593,633,655,697,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1,1
"65",64,"P0_0064",19,"innovation",0.392922029742336,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,19,20,19,930,0,0,930,0,936,0,0,936,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,19,0,0,0,0,0,0,0,"P0",171,171,171,171,171,171,171,171,171,171,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"66",65,"P0_0065",11,"innovation",0.272055862494177,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,11,11,6,20,0,0,20,0,150,0,0,150,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,6,0,0,0,0,0,0,0,"P0",15,15,15,15,15,15,15,15,15,15,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"67",66,"P0_0066",16,"innovation",0.134592593552655,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,16,17,15,441,0,0,441,0,546,0,0,546,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,15,0,0,0,0,0,0,0,"P0",105,105,105,105,105,105,105,105,105,105,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"68",67,"P0_0067",44,"innovation",0.17381464348385,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,44,44,44,11940,0,0,11940,0,11940,0,0,11940,0,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,44,0,0,0,0,0,0,0,"P0",946,946,946,946,946,946,946,946,946,946,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"69",68,"P0_0068",24,"innovation",0.298682301841458,"True","False",1,0.25,0.25,0.25,"per_family",1,9,135,0.0666666666666667,24,25,24,1855,126,0,1981,126,1945,36,0,1981,36,24,0,50,0,0,0,50,0,24,0,40,0,0,0,40,0,24,0,32,0,0,0,32,0,24,0,8,0,0,0,8,0,24,0,2,0,0,0,2,0,"P0",226,236,244,268,274,226,236,244,268,274,0,0,0,0,0,0,0,0,0,0,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,0.818840579710145,0.855072463768116,0.884057971014493,0.971014492753623,0.992753623188406,0.818840579710145,0.855072463768116,0.884057971014493,0.971014492753623,0.992753623188406
"70",69,"P0_0069",33,"innovation",0.166163414896192,"True","False",1,0.25,0.25,0.25,"per_family",1,27,55,0.490909090909091,33,33,29,3322,247,0,3569,247,4909,220,0,5129,220,29,0,0,37,37,0,1,36,29,0,0,14,14,0,0,14,29,0,0,13,13,0,0,13,29,0,0,10,10,0,0,10,29,3,3,1,4,3,3,1,"P0",369,392,393,396,399,369,392,393,396,399,0.972972972972973,1,1,1,0.25,1,1,1,1,0.25,1,1,1,1,0.25,1,1,1,1,0.25,0.997536945812808,1,1,1,0.985221674876847,1,1,1,1,0.985221674876847
"71",70,"P0_0070",11,"innovation",0.16615383616725,"True","False",1,0.25,0.25,0.25,"per_family",1,20,20,1,11,15,12,190,0,0,190,0,70,64,0,134,64,12,0,0,7,7,0,0,7,12,0,0,5,5,0,0,5,12,0,0,5,5,0,0,5,12,0,0,0,0,0,0,0,12,0,0,1,1,0,0,1,"P0",59,61,61,66,65,59,61,61,66,65,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,NA,1,1,1,1,1,1,1,1,1,1,1
"72",71,"P0_0071",26,"innovation",0.36393643506773,"True","False",1,0.25,0.25,0.25,"per_family",1,0,0,0,26,26,24,1925,0,0,1925,0,2363,0,0,2363,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,24,0,0,0,0,0,0,0,"P0",276,276,276,276,276,276,276,276,276,276,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,1,1,1,1,1,1,1,1,1,1
"73",72,"P0_0072",40,"innovation",0.390341925051538,"True","False",1,0.25,0.25,0.25,"per_family",1,358,453,0.790286975717439,40,45,41,8958,803,0,9761,803,3284,5800,0,9084,5800,41,40,10,131,171,0,1,140,41,45,19,138,183,0,14,143,41,35,17,21,56,0,0,38,41,24,6,37,61,0,0,43,41,0,0,10,10,0,0,10,"P0",679,663,782,777,810,639,618,747,753,810,0.99290780141844,0.910828025477707,1,1,1,0.929078014184397,0.878980891719745,0.552631578947368,0.86046511627907,1,1,1,1,1,1,0.766081871345029,0.754098360655738,0.375,0.60655737704918,1,0.998780487804878,0.982926829268293,1,1,1,0.939024390243902,0.921951219512195,0.936585365853659,0.963414634146341,1
